Msg,Label
 ðð,ham
" Good evening, students in Bajaj Finserv's official group. I am Vijay bajaj, Bajaj Finserv's chief risk assessment expert. ",ham
 Will join soon,ham
 Hi team,ham
"This time it's your sale, your way! Presenting the Shoppers Stop & HomeStop Upto 50% Off Sale
Get great deals & offers on your favourites in-store, shsp.in or on our app + get offers on First Citizen Citi credit card & HDFC Bank Cards.
Click bit.ly/SSPrwTC for details. T&C",spam
 Thank you KK,ham
 Stay calm and have patience,ham
 If the data is unfavorable it will definitely exacerbate the panic.,ham
90% ALERT: data is consumed. Get 5GB data topup at just Rs98  valid till your current pack. Click i.airtel.in/Get-Data,spam
 ?image omitted,ham
"Alert! Do not respond to SMS/Call from unknown numbers, asking documents or citing SIM block or confidential info, other than from our SMS ID-ViCARE. Beware of fake advertisements with links offering freebies, contest prizes, etc. Vi does not sell premium numbers via SMS/Call. Dial 199 for any queries.",spam
" Hi Team, I'll login 30 mins late",ham
"ENTERTAINMENT ALERT! 
Watch Bachchan Pandey on Prime Video Mobile Edition. 
Claim 30 days trial, 1 time offer. TnC 
Click i.airtel.in/PVME3",spam
 In the corner,ham
 Outlook for August 14,ham
 Leaving for the day,ham
 I don't think he is connected,ham
"Get Personal Loan in just 5 mins, no paperwork needed. It is secure, quick and hassle-free. Loan limit: upto Rs. 50,000/-. Apply now http://qz6.in/eFBQnY nc",spam
 This time the rate cut in September seems inevitable,ham
 Yes the assistant suggested last week that we sell and then buy back,ham
 Sure  Rithika ; btw gm,ham
"To cancel a VAS subscription, SMS STOP to or call 155223 (toll free) and select the service you wish to deactivate.",spam
 Thank you Keerthi . Wishes to you as well ??,ham
"STAR BAZAAR WISHES YOU A HAPPY DASARA!!!
Coconut@18/Pc
Banana@29/Kg
Gifting Mahotsava is Live!
Gifts starting @ 49!
Dry fruits Gift Pack@289
50%OFF-Maiyas Sweet Mysore Pak 200gm
SBI OFFER:
Credit card: GET 5% CASHBACK on shopping on 2000
Debit card: GET 5% INSTANT DISCOUNT on shopping 3000
T&C",spam
""" Today is a critical time to buy stocks. Once the Nifty index recovers, our stocks will earn handsome profits. This is a short-term investment opportunity. There are many market possibilities. Seizing investment opportunities is crucial.""",ham
"Best offers for you
1 359=UL CL 2.5GB/D,1M
2 719=UL CL 1.5GB/D,84D
3 479=UL CL 1.5GB/D,56D
4 299=UL call 2GB/D,28D
5 779=UL CL 1.5GB/D,90D
6 549=ULCL 2GB/D,56D
7 839=UL call 2GB/D,84D
8 2999=UL CL 2GB/D, 1Y
9 3359=UL CL 2.5GB/D,1Y

To check your balance, validity, call tariff and best recharges, dial *121*51# or download Airtel Thanks App, click www.airtel.in/5/LBNV",spam
 Facing some network issue will join in 5 mins,ham
 Hi team It is observed there are no updates made on inprogress tickets during sat n sun,ham
"Offer from Dunzo: get 10% OFF on your 4 orders! Get groceries, fruits, veggies, & meat delivered home in <45 mins. Click: http://bit.ly/DunzoApp",spam
 Looking forward to the professor's recommendations this afternoonð,ham
You have unused coupons! Recharge now with UL399 or more to get upto Rs50 OFF only on Vi App!TnC. UL399:1.5GB/Day+Unlimited Calls;28 Days. Click bit.ly/ViRchg9,spam
 ?image omitted,ham
"BUY1 GETT1 FREE with Lenskart Gold membership! Explore latest collection of Eyeglasses in Italian Acetates, Sleek Metals & pastel hues.TnC
Visit lskt.me/je",spam
 Bengalore,ham
Get 40% cashback on recharge from ViApp. Pay via CREDpay get 40% cashback (max Rs150) into your credit card Click bit.ly/VIApp20 recharge now Offer till 23Oct.,spam
" âï¸ US PPI rose 2.2% year-on-year in July, lower than expected and sharply down from the previous value of 2.7%; traders have since increased their bets on Fed easing.",ham
""" ððð To better reward our stock community, our team is launching a new points-based check-in activity. Each member can earn 2 points just by completing the daily check-in within the group; participating in group discussions will earn 1 point per comment; purchasing high-quality stocks recommended by the professor will earn an additional 2 points; and participating in the professor's Q&A sessions will earn 1 point per participation. You can accumulate up to 6 points per day. We encourage everyone to actively participate. Please read the detailed event content below carefully.""",ham
 Hi team.. I will login 30mins late,ham
"India's youngest Telecom brand, Vi is soon turning ONE. We thank you for your continued love & support! Do read a special message from Vi MD & CEO - click to read, https://bit.ly/1YearOfVi",spam
"Online part-time job, you can earn 500-10000 rubles per day, if you are interested, please click the Whatsapp link to contact: 1vp.cc/DFE4DSMOI3cN",spam
"Congratulations! Airtel has launched its new store near you. Please walk in to explore our products postpaid and prepaid services, Mobile Internet Services, devices, Airtel money, DTH and more. To get exact location, click https://www.airtel.in/store/",spam
 I don't plan to sell at the moment. Thank you,ham
 ??????,ham
"Personal care is calling your name
Shop with Extra Rs.600 Off + Free Shipping @ Myntra Diwali Sale
Use code BEAUTYFIRST15
http://smsd.in/brzn6s7RV",spam
 Crazy,ham
 Our stock market is currently one of the strongest performing markets globally This is a rare opportunity for our generation I hope that through my efforts I can not only create wealth for myself but also provide a better living and educational environment,ham
TRAI never sends any message or makes any call for verification/ disconnection/ reporting unlawful activities of mobile numbers. Beware of such messages/calls in the name of TRAI. Any call or message claiming to be from TRAI should be considered potentially fraudulent and may be reported to the National Cyber Crime Reporting Portal (www.cybercrime.gov.in) or Cyber Crime Helpline (1930).,spam
 Network issue,ham
 My system is taking some time to login,ham
"Weekend Deals @SMART Point Store,Rs 20 OFF Biscuits 350g onw,Rs 50 OFF Surf Excel Easy Wash Det Pwdr 1.5Kg,Good Life Cashew 500g Rs 429,Click bit.ly/2TnTFQy T&C",spam
"Congratulations! Your recent recharge of Rs 98 offers you 30 DAYS access to Wynk Premium at no extra cost. Download Wynk Music App & enjoy ad free music, unlimited HelloTunes, unlimited downloads & more. Click here https://open.wynk.in/8lnDtNmmvqb",spam
 Today was the day the stock market finally closed lower,ham
 Now you need check with others...,ham
"END OF SEASON SALE at Lenskart! Upto 50% OFF + BUY1GET1 FREE with Gold membership! Limited Period Offer. TnC Apply

Nearest Store lskt.me/u4",spam
"Dear customer, Thank you for shopping with RnBIndia, Please click the link to view your e-bill https://rnb.karnival.in/az/rnPBIX1i0zKLaik5?ch=1",spam
"Dear Customer,
Rs. 10,000* Welcome Cash is credited to your acc. XXX233
Download & Claim Now: http://p6x.in/srBaqC Click-Games",spam
 Which teams got issue,ham
"?????! 1 ?????? ?? DD FREEDISH ?? Star Utsav, Sony Pal, Zee Anmol ?? Colors Rishtey ?????? ???? ?????? ?? ?????? ?? ?????? DTH ?? ?????? ??? ????? ???? i.airtel.in/DTHsaver",spam
Watch the India vs Zim series LIVE on Airtel Xstream Play. Claim now open.airtelxstream.in/India_T20_Match,spam
 The market conditions weren't great so any profit is already good,ham
""" That concludes tonight's sharing. I hope everyone has gained a better understanding of trends from tonight's discussion. For example, the NIFTY50 index is currently in an uptrend. The uptrend is the primary trend. The recent corrections can be seen as a secondary trend. Once we understand the primary trend, we know that each dip is the best buying opportunity and our chance to buy on the dip. If you have any further questions about trends, feel free to send me a private message.""",ham
The person you were calling at 19:04 is now available to take calls. Click here to call them back i.airtel.in/RMCAAlrt,spam
 Yes I've seen that If you want to be cautious you can sell now to lock in profits,ham
" â ï¸In addition, there were 7 cases of a single-day decline of more than 0.5% within 2 trading days after 11 holidays, which fully shows that most investors will take profits and sell stocks after the holidays. This is also the reason why I plan to sell as many stocks as possible before Thursday.",ham
 Recent trading plansð»,ham
 Why does it feel like the rebound isn't as strong as expected?,ham
 However given the current state of the US economy it's unlikely that inflation will naturally drop to 2%.,ham
 Someone please add him team,ham
 I set an automatic sell at 115,ham
 You can see this from the recent employment data which is also the reason for the stock market rebound,ham
"Entertainment Unlimited! Available at NO EXTRA COST with Vi Entertainment Plus 499 postpaid plan. All the latest movies & shows from Amazon Prime, Disney+ Hotstar Mobile, ZEE5, Voot Select, Lionsgate Play, Sun NXT, Hungama & much more! 75GB data with 200GB rollover + Unlimited calls. To upgrade your number to postpaid, click https://bit.ly/3ao9wH0
",spam
"Hi Jithu, this Valentines Day gift both your loves - You & Your Bae #TWOTIMELOVE
Click bit.ly/2M5FAI9 to find the perfect gift at the Shoppers Stop Sale with Upto 50% Off on your favorites from Watches & more.
Click shsp.in to shop now, Download App bit.ly/DnSSApp T&C",spam
 ð,ham
 The RPTECH recommended by the professor earlier has also gone up,ham
 We have closed all the received 84 tickets after completion of Sathish activity,ham
 It has not come yet,ham
 Then u r laptop battery and mobile hotspot should help,ham
""" Iâll buy now, thank you""",ham
 Oh yes I know,ham
 Attach that email send it again,ham
 Pls assist me to,ham
"Exclusive offer for you! 1) 30 Day free with Airtel Xstream Fiber 2) 350+ channels 3) 16+ OTTs including Netflix, Amazon Prime & Disney+ Hotstar Click u.airtel.in/unlimiteddata11",spam
 Will join soon,ham
" The reason why the stock market did not ""sprint"" today",ham
 ð ð,ham
" This week's trading has successfully concluded. Due to various factors, the market has been in a downtrend, with the NIFTY index oscillating within a range. Today, it closed at 24,541 points, which can be considered a positive start. Although we lost some stocks this week, please don't lose heart. We promise to make up for these losses, and we ask that you maintain confidence in the professorâwe can certainly do better.",ham
 Check in,ham
 Hi team any issue ?,ham
 Ya bro it worked,ham
 @282.75 purchase 200 shares,ham
"SunNxt is LIVE on Airtel Xstream Play
Enjoy access to 20+ OTTs, including Sony LIV, Eros Now, LionsgatePlay, hoichoi, Chaupal and more. 
Watch now at No Extra Cost -  open.airtelxstream.in/Sunnxt_Free_30days",spam
"Enjoy unlimited Local, STD & Roaming calls on any network, 1GB/day data and 100 SMS. Pack valid for 28 days.Also get FREE Wynk Music and Hellotunes, valid as per current pack open.wynk.in/HTLapu",spam
""" I have incurred a loss of 30,000 rupees on this stock""",ham
 âï¸âï¸âï¸âï¸âï¸âï¸âï¸âï¸âï¸âï¸,ham
"Aladdin, The Jungle Book, The Lion King, Ice Age & more - Watch only on Disney+ Hotstar. Recharge with Rs 501 & get 1year Disney+ Hotstar Mobile subscription & 100GB data (3GB/day +16GB) + Unlimited Calls; 28days. Click bit.ly/ViHotstar1",spam
 I will create a ticket for you Jerold,ham
 Can trends be used to make money?,ham
" Alright, buy if there are suitable options, if not, it's okay, since it's the weekend",ham
 Happy end to this week's trading.,ham
 Team i have network issue,ham
" It feels like returning to student days, learning a new skill from scratch",ham
 Hope it rises sooner,ham
""" Additionally, the Federal Reserve has moved away from relying solely on data points and is now focusing on a broader outlook and risk balance. The current Fed is one that prioritizes employment data over inflation data. The upcoming employment data releases will determine the extent of the Fed's rate cuts.""",ham
Hi sir this is suman from shoppersstop u have the first citizen membership card with us but u not registered ur mail id with us we will be sending the communication of points balance and offer points credit and end of season sale etc so kindly can u send sms ur mail id so we will update and send the verification sms from shoppersstop,spam
" Good morning! After a day's rest, we're waiting for today's market action, hoping for a reversal",ham
"Your Greencard offer LAPSES on 4th Aug!
Don't MISS - Shop at any Pantaloons store for Rs 2000 or more & get a Rs 500 cashback
TC (cashback as reward points)",spam
""" When the market is not performing well, it's important to manage our emotions and be patient. This is something I've learned through many years of studying with the professor""",ham
"Exclusive Offer For You!!
Extra 15% OFF on Your First Purchase on Select Fashion.

Shop Now >
http://fkrt.it/ojWHTbuuuN",spam
""" Good morning, investors It's time for the early trading session. First, let's take a look at the international markets.""",ham
 It's rising so fast already up by more than 5%,ham
"Buy1Get1 FREE with Lenskart Gold membership! Shop trending glasses in Asymmetricals, Rounds, Aviators & Wayfarers in Metals & Acetates.
Visit lskt.me/BestEye",spam
Congratulations!Rs20 CASHBACK coupon credited to your Vi App bit.ly/ViRchg9 .Login with mob no. to claim. Available for 30 days on UL Daily Data packs of Rs249+,spam
 As long as inflation doesn't rise there won't be a problem,ham
"Your City is #Airtel5Gpluscity. Have you checked if your smartphone is 5G-compatible? Your SIM is 5G enabled; to check if your smartphone is also compatible, visit the Airtel Thanks App. Click i.airtel.in/e/airtel5G",spam
" India's exports to China dipped by 9.44 per cent to $1.05 billion, while imports rose by 13.05 per cent to $10.28 billion in July, according to the commerce ministry data.",ham
 Really looking forward to the start of the competition and your advanced trading skills.,ham
 I gained a lot of knowledge while studying with professors and groups ð ð ð,ham
"LAST DAY TODAY of Shoppers Stop First Citizen SALE PREVIEW
Dont miss to shop your favorite Watches & more at Upto 60% Off. Walk in to our store at Bannerghatta, 11:00AM to 9:30PM or shop at bit.ly/SS_Wtch
Bank offers/details- bit.ly/SSPrwTC .T&C",spam
The person you were calling at 18:36 is now available to take calls. Click here to call them back i.airtel.in/RMCAAlrt,spam
 This message was deleted,ham
""" Tonight's Review Ends Here Since the professor is still in a meeting, there will be no course sharing tonight. However, the professor will share technical knowledge with everyone tomorrow evening at 20""",ham
 Hi everybody,ham
"3 days left for 8089XXX424 expiry! Get 1.5GB/day, UL calls,28 days for Rs239
i.airtel.in/Best-offer",spam
 Yes it went up by 7.31% todayð,ham
"Data Alert! 83.59MB left on Data pack, post which std. charges apply or lower speeds as per plan. Click bit.ly/ViDataRC or dial *121# to buy a Data pack.",spam
 +918979018080.vcf (file attached),ham
This Valentine Celebrate #TwoTimeLove as you show some love to your Bae & yourself with amazing Offers @ Shoppersstop BG ROAD. Call :080-43400467 shsp.in/T&C*,spam
 Tried it,ham
 I am outside for some personal work. I will join at 10 PM,ham
"Amazon Prime, SonyLiv & 15+ other OTTs are now YOURS!
Book Airtel Xstream TV Box at just Rs 1500 today!
Click to get i.airtel.in/XstreamIntent",spam
 Thanks to the assistant for the breakdown.,ham
 Restarting the pc.,ham
 I think it will continue to rise,ham
 Are you able to login to laptop or not,ham
"Exclusive Long Weekend Offer. Enjoy 60% off on Burger King App. Order Now.
1sd.in/cJVOtV
T&C Apply.",spam
 Hi Team,ham
 This stock is rebounding upward in line with the overall market trend,ham
"Dear Customer,
Shop for Wednesday Delights at your favorite Fresh Signature store. Unmissable offers on Global+Local Grocery shopping. Visit bit.ly/3NOgfhb T&C",spam
" So please rest assured that everything is going according to my plan. Don't worry about not having the opportunity to make money. As long as we keep our capital, we will definitely seize the opportunity when it comes.",ham
" The assistant is very responsible,thank you",ham
Hello! Iss saal ka sabse bada crime web series KAALKOOT is now streaming FREE only on JioCinema! Starring Vijay Varma & Shweta Tripathi http://1kx.in/XAc1NYtKK9m,spam
 *max,ham
"OMG! The Biggest offer just got Bigger ONLY for YOU @Max Fashion
FLAT 50% OFF on ENTIRE SALE merchandise
+
EXTRA 10% OFF
Use Code: XHQ4GD5
ONLY till Sunday
TnC",spam
 Thank you,ham
 ?image omitted,ham
"Freedom to Shop Now & Pay Later!
+ Get Credit Up to Rs.10,000 & Rs.100 Off* On orders above Rs.500

Activate Flipkart Pay Later now:
http://fkrt.it/h_qOiWuuuN",spam
 Hii,ham
""" Federal Reserve Chair Jerome Powell also mentioned during the press conference at the end of last month's decision that the question is whether the overall data, the evolving outlook, and the balance of risks are consistent with increased confidence in inflation coming down and the labor market remaining robust. If this criterion is met, we may consider a rate cut as early as the September meeting.""",ham
"You don't want to miss FREE 2GB data!
Enjoy FREE 2GB data on selected Prepaid recharges. T&C. Check here NOW i.airtel.in/2gb_rc3",spam
"Bharatha Circus is LIVE on Airtel Xstream Play
Enjoy access to 20+ OTTs, including Sony LIV, Eros Now, LionsgatePlay, Hoichoi, Chaupal and more. 
Watch now at No Extra Cost -  open.airtelxstream.in/Sonyliv_30Days_Free",spam
"Bestival Sales@SMART Point Store,BA1GA1 Snactac/Bikaji Gulab Jamun/Rasgulla 1Kg,B2G1 Cadbury Dairy Milk Home Pk 126g,30%OFF Tide PWDR,Click bit.ly/2VxhKY9 TC",spam
" Pending buy order, waiting for gap",ham
"Congratulations on your recent recharge of Xstream mobile pack. Enjoy 84 DAYS of access to live sports, blockbusters movies and web-series like Naalaam Mura, Aanandam Paramanandam, Shefeekkinte Santhosham & more on your Airtel Xstream app at no extra cost. To claim your benefit download the latest version of Airtel Xstream app https://open.airtelxstream.in/WCF719",spam
 ?image omitted,ham
 Arvind SinghThank you for your help. I will follow the teachings of both you and Professor Anand,ham
 +918979018080.vcf (file attached),ham
 Hi team ,ham
 Trading strategy for this Fridayð»,ham
 Good evening Mr Arvind Singhð,ham
"Last weekend to move First Forward on shoppersstop.com
Click bit.ly/FF_Mwtc Shop Watches & Earn 10x Reward points + Bonus points bit.ly/BRP421 T&C",spam
"TATA IPL is LIVE on Disney+ Hotstar Mobile! Get 1 year subscription, 2GB/day & UL calls for 28 days at Rs499.
Click i.airtel.in/499HS",spam
"Full Paisa Vasool Sale at SMART Point Store,B2G1 Cadbury Dairy Milk Home Pk 126g,Rs 144 OFF Surf Excel Easy wash Det Pwdr 4Kg,Click bit.ly/2we4ywn T&C",spam
" Many people donât understand the current market, especially when they see their accounts turn red, they have already lost confidence.",ham
"Hi Vi customer,
A click makes your life so easy! View balance, make payment & do much more using Vi WhatsApp. Click wa.me/919654297000?text=balance.",spam
 What price should we take entry?,ham
 Ok,ham
"Data Alert! 7.23MB left on Data pack, post which std. charges apply or lower speeds as per plan. Click bit.ly/ViDataRC or dial *121# to buy a Data pack.",spam
 Just checked getting following error,ham
 Me tooâð»,ham
 I can join thru mobile once laptop battery is drained,ham
 Joined,ham
 ?image omitted,ham
""" Let's first focus on the international market. Due to the continued decline in U.S. inflation, bond market investors have increased their bets that Federal Reserve officials will cut rates by 25 basis points in September. Overall, traders now expect the Fed to cut rates by 32 basis points at its September meeting, lowering their expectations from the previous day and reducing the likelihood of a 50 basis point cut to about one-third. Most US Treasury bonds rose on Wednesday, pushing the 5-year Treasury yield to a lower level.""",ham
 Ready hu for learning,ham
 ??????????????????,ham
"MONTHLY SHOPPING@VISHAL MEGA MART

TataTea1kg Rs 151OFF
Sunflower Oil 135/L
Colgate 500g 65OFF
Tide 5kg 115OFF

2kgSugar FREE on 2500

TC",spam
 No one responding means nobody is interested to learn things ..,ham
Watch Election news LIVE in your mobile with Vi!Download Vi Movies and TV app and watch popular Malayalam news Channels FREE of cost. Click bit.ly/Vi-Newsm2,spam
Did you know? Now you can order Airtel SIM online and get it delivered for free from the comfort of your home with no paperwork. Click i.airtel.in/awj,spam
"Big Dunzo offer for you: get 10% OFF on your 4 orders! Get groceries, fruits, veggies, & meat delivered home in <45 mins. Click: http://bit.ly/DunzoApp",spam
The person you were calling at 19:10 is now available to take calls. Click here to call them back i.airtel.in/RMCAAlrt,spam
 I joined,ham
 I understand your basis for judgment.,ham
 have a great weekend,ham
"GUARANTEED VALENTINE'S DAY DELIVERY! Surprise Your Special Someone. HURRY, Order Today @ Rs.500 OFF* - Use Code VAL500 - Limited Period Offer! bit.ly/3jIywNP",spam
 I don't think anyone will like war. I really hope to consider the people of their country and their families before starting a war.,ham
 I have internet issue,ham
"ONLY for U! Double DATA+ZEE5. Recharge with 299, get 1yr ZEE5 subscription, 4GB/Day + Unlimited calls, Val-28days! Offer ends soon.T&C Apply. Click bit.ly/Vi-zr",spam
" This is the ovf file you can download and save it to your machines, either on Monday or Tuesday I will walk you through",ham
 ?image omitted,ham
"Dads are superheroes who don't wear capes. This Father's Day gift your superhero a super gift from Shoppers Stop. Click shsp.in to choose from the latest collection of Mens Wear, Watches, Wallets, Fragrances and more.
Click bit.ly/DnSSApp to download our app. T&C",spam
Come back to your favorite Vedix Haircare and enjoy healthy hair! Click here https://vedix.in/3l33poYZ2-d35s to order,spam
 Rejoining,ham
 In this situation whether the market will continue to decline today remains a question,ham
 Guys dont worry about assessment enjoy your weekend ????,ham
 My PC got shutdown ,ham
"Recharge with UL Daily Data pack and get upto Rs60 Cashback.
Click bit.ly/ViRC20
1)299:5GB+4GB/D+UL,28D
2)699:4GB/D+UL,84D",spam
 Team every time in spite of multiple reminders no one bothers to join thsts gives a very negative impact about our team today training is being conducted by some other team trainer as a courtesy so dont be late and irrespective of your shift timing try to attend the training,ham
 I have already replied to your private message,ham
 I gv hind copper in plenty.,ham
" Hi team,",ham
"LAST 6 DAYS!!
Your Greencard offer LAPSES on 04 Aug!
Don't MISS - Shop at any Pantaloons store for Rs 2000 & get a Rs 500 cashback
TC. Cashback as reward points",spam
 It's could cause async routing issue,ham
 Ok thanks,ham
"Your holiday packing is missing a few critical things!!
No vacay can be complete if you are not CLICK READY...so before you leave, head to a Pantaloons store to ""WEAR YOUR HOLIDAY""

Shop for Rs 3000 & you could be headed to BALI + get assured vouchers worth Rs 3000. For details, click tltx.in/sfKEV",spam
 Investing in the automobile sector is proving to be better than in the FMCG sector,ham
 Ok,ham
" When you will reach CCIE , you will gonna loose everything",ham
 ?This message was deleted.,ham
 Good morning sir Check in,ham
"While receiving any international call, if an Indian number or no number is displayed on your phone, kindly inform on the DoT toll-free number 1800110420/1963.",spam
 Laptop,ham
Check if your smartphone is 5G-ready on Airtel Thanks App. Click i.airtel.in/e/5G_airtel,spam
 It's not working in my phone nd it's your email ac is blocked,ham
 â»ï¸Criteria,ham
Don't Lose out on First 30 Days FREE of any new service! Upgrade to Airtel Black & get 14+ OTTs like Amazon Prime & Disney+ Hotstar. Click i.airtel.in/blackPreDSL,spam
 Facing issues with internet,ham
 So what is that then,ham
 If inflation in these two core areas can be alleviated then a decline in overall inflation wouldn't be surprising at all,ham
Cloudnine administrator has assigned 1 course to you. These courses need to be completed by 18-08-2021. Please click on the link to start your training. https://cloudnine.medlern.com/dashboard,spam
 Today we take a day off for making more money tomorrowð,ham
" Due to traders preparing for a rate cut by the Federal Reserve next month, consistent U.S. inflation data eased market tension on Wall Street, leading to a slight rise in Asian stock markets on Thursday morning. The Japanese stock market increased following better-than-expected economic growth data, and the Australian stock market also saw gains. The S&P 500 Index closed up 0.4% on Wednesday, and the Nasdaq 100 Index rose by 0.1%, with the core consumer price index, excluding food and energy costs, hitting its lowest level since early 2021",ham
 Both on mobile and laptop,ham
 No wonder banking stocks haven't been able to rise lately,ham
 Restarting the laptop,ham
"Alert for 8089XXX424 !
Get free access to 1 channel on Airtel Xstream App, 1.5GB/day + Free 500MB/day, UL calls for 28 days at Rs299. i.airtel.in/RechargeNow",spam
"Dads are superheroes who don't wear capes. This Father's Day gift your superhero a super gift from Shoppers Stop. Click bit.ly/SS_FD21 to shop now & get #WhatDadWants
Choose from the latest in Mens Wear, Watches, Wallets, Fragrances and more + Get exciting offers online or on our app. T&C",spam
 I m.restarting my laptop,ham
 They confirmed that it you are believing as such ? ??,ham
 Major trends have longer time periods like the Indian stock market right now where rising is the major trend.,ham
Running out of Data this cricket season? Vi ensures you watch non-stop T20 action with Rs 98 recharge - get 12 GB Data for 28 Days! Click bit.ly/ViDataRC2,spam
 Okay ??,ham
 Wish u Happy merry Christmas????,ham
"Do not miss out on superior indoor coverage with Airtel WiFi Calling! For better experience, change your smartphone settings today. Click u.airtel.in/hKOOl5",spam
 Good evening sir Check in,ham
 One of the quick learner among L1,ham
 Hi Imtiaz how lease log out from your soft phone,ham
Unlock 30 Days of unlimited entertainment and watch Scam 2003! Grab your Airtel Xstream Play trial now. https://open.airtelxstream.in/WatchForFree-sms,spam
"Find the perfect Raksha Bandhan gift at the Shoppers Stop Sale!
Get amazing offers on the best of Watches, Handbags & more at stores
Shop now at shsp.in +Use code ATV25 & get Rs250 Off on Rs3000 & Rs400 Off on Rs4000
+Offers on First Citizen Citi credit card & HDFC Bank Cards, details- bit.ly/SSEssTC .T&C",spam
 Joined,ham
"Limited period offer! Get 30 day free Airtel Xstream Fiber with zero intallation cost , 350+ TV channels and 16+ OTT subscription at just Rs1099. Explore now u.airtel.in/unlimiteddata11",spam
 ?image omitted,ham
""" Due to escalating geopolitical tensions, particularly the intensifying conflict between Israel and Iran, the situation has further worsened. As a result, foreign investors have also reduced their risk exposure. Additionally, given the high valuations in the domestic market, foreign investors are motivated to take profits. Weak employment data, increasing concerns about a U.S. economic recession, and uncertainty regarding the timing of rate cuts have also contributed to the withdrawal from the domestic market.""",ham
"Biggest Diwali Offers@
VISHAL

Induction Cooker(Mrp2999)
60% OFF - Rs1199
ONLY TODAY!
+
FREE-VIP Trolley,Duffle Bag
+
7.5% SBI Cashback
TnC",spam
Don't Lose out on First 30 Days FREE of any new service! Upgrade to Airtel Black & get 14+ OTTs like Amazon Prime & Disney+ Hotstar. Click i.airtel.in/Black-43,spam
 I have to restart my laptoo,ham
 Tq kk,ham
 ?image omitted,ham
 At 373,ham
 Anyway as soon as the data is released the market is sure to experience volatility,ham
"Exclusive offer for you! 1) 30 Day free with Airtel Xstream Fiber 2) 350+ channels 3) 16+ OTTs including Netflix,Amazon Prime & Disney+ Hotstar Click i.airtel.in/blackPreDSL",spam
"Combo of Amazon Prime, Sony LIV & 15+ OTTs can now be YOURS!
Just get your Airtel Xstream TV box at Rs. 1500 today! Click here i.airtel.in/XstreamIntent",spam
"SALE ALERT!

From Sweaters to Sweatshirts to Jackets & more, don't miss out on shopping for winterwear at Pantaloons this SALE. With Up To 60% OFF on apparel & accessories - shop it all at a Pantaloons store near you or click smsd.in/qYBxwfbK & shop online

See you this weekend at Pantaloons!
TC",spam
 Just restart once again,ham
""" Good evening, investors. It's time for our weekend review. Let's first focus on the international front.""",ham
"Hi bigbasketeer, Sugar, Maggi and Scrub at Re.1 for you. Enjoy this offer till this month end. Shop now https://l.bigbasket.com/YQy0EyTRYib",spam
 As a retiree I have a deep understanding. Wish you success Master Vijay,ham
"Hurry! Your favourite Apparel, Fragrance and Footwear at upto 50% OFF only at shoppersstop.com
Click bit.ly/SS_Mn use code OC10K get FLAT 10% OFF on Rs2500. T&C",spam
"Hello,

IND vs SL T20

Rs.5000* Bonus can be credited on My 11circle Account! 

Prize Pool - 2,25,00,000 (2.25CR) 

Entry Fees - 49 

Win - http://1kx.in/Chnhni",spam
"Your Birthday celebrations begin at Shoppers Stop with Flat 15% Off on our in-house brands.
Start shopping now on shsp.in/promo or download app - bit.ly/DnSSApp
We wish you a fab & stylish Birthday! T&C, offer valid on select brands",spam
 Laptop is restarting,ham
 Facing issue with laptop. Rebooting it,ham
 I will try,ham
 Thank you,ham
Dunzo Daily special: Mega Grocery Sale begins! Get up to 20% OFF on fresh groceries delivered home in 35 mins. Click: http://bit.ly/DunzoApp,spam
"Hello! We are now on Whatsapp! For Best Offers, recharges, services & more, simply click wa.me/919654297000?text=Hi & say Hi",spam
" Although the Indian market was closed yesterday, the U.S. market performed strongly. Today, Asian markets have generally risen, which will have a positive impact on the Indian market.",ham
 ????,ham
"Mic Drop Offer- only for 24 hours! Wynk Premium now @Rs 299 for 12 months. Get unlimited downloads, Hello Tunes & ad-free music. Get now https://open.wynk.in/PI299",spam
"Don't miss out on unlimited FREE HELLOTUNES,access to ad free 15+Million songs.Your FREE Wynk Premium subscription is waiting for you. open.wynk.in/WynkAcqMar22",spam
""" Although the current market is facing short-term downward pressure, please keep confidence in the future. The Indian stock market has experienced a bull market for more than ten years, and this trend will not end easily. The development of the stock market often accumulates strength in adjustments and fluctuations, laying the foundation for the next round of rises.""",ham
 Restarting my laptop,ham
 The market will be closed tomorrow but it's still important to keep an eye on international news,ham
 I've already sent you a private message Thank you,ham
" Hi Team,",ham
"Perfect & more are now on the Wynk Music App. Don't miss out on ad-free HD music with over 24 million songs, unlimited hellotunes, and downloads with your Wynk Premium Subscription. Download today: open.wynk.in/Inactive",spam
 Good evening Check in,ham
 Restarting my laptop,ham
 Fibonacci is a technical indicatorð¤,ham
"Rs20 CASHBACK on Unlimited Recharges via Paytm. Code:PAYTMVI20 TnC.Click bit.ly/3oPS5YP
1)359: 2GB/D+UL,28D
2)501:HOTSTAR+3GB/D+UL,28D",spam
 Ok np,ham
" I know everyone has been distressed and has not made a lot of money recently, because the Indian benchmark index fell from 25,000 to 24,000 points last week. The market has been struggling in the past week, but it has always been unable to continue to rise. If this situation continues, it will only disappoint investors and even start selling stocks, so we have been waiting for the perfect opportunity for the stock market to adjust to the ""bottom""âï¸",ham
"Don't let daily data limit interrupt your data experience. Now get 3GB+ FREE 2GB data for Rs58 with Airtel Thanks App, valid as per current pack validity. Recharge now i.airtel.in/OFFER8",spam
